Description,Price,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut
"Effy Bouquet 14K Yellow Gold Diamond Cluster Ring, 0.56 TCW",2450,Rings,0.56,Round Diamond,0.56,Diamond,White,Round,,0.0,,,
"Effy Bouquet 14K Yellow Gold Diamond Cluster Ring, 0.68 TCW",3795,Rings,0.68,Round Diamond,0.68,Diamond,White,Round,,0.0,,,
"Effy Bouquet 14K Yellow Gold Diamond Cluster Stud Earrings, 0.50 TCW",1600,Earrings,0.5,Round Diamond,0.5,Diamond,White,Round,,0.0,,,
"Effy Bouquet 14K Yellow Gold Diamond Clusters Ring, 1.01 TCW",5195,Rings,1.01,Round Diamond,1.01,Diamond,White,Round,,0.0,,,
"Effy Bouquet 14K Yellow Gold Diamond Ring and Band Set, 1.48 TCW",5500,Rings,1.48,Round Diamond,1.48,Diamond,White,Round,,0.0,,,
"Effy Brasiica 14K Yellow Gold Emerald and Diamond Ring, 1.49 TCW",3095,Rings,1.49,Oval Emerald,1.14,Emerald,Green,Oval,Round Diamond,0.35,Diamond,White,Round
"Effy Brasilica 14K 2-Tone Gold Emerald and Diamond Ring, 1.36 TCW",2450,Rings,1.36,Emerald Emerald,0.95,Emerald,Green,Emerald,Round Diamond,0.41,Diamond,White,Round
"Effy Brasilica 14K 2-Tone Gold Emerald and Diamond Ring, 2.01 TCW",6295,Rings,2.01,Oval Emerald,1.52,Emerald,Green,Oval,Round Diamond,0.49,Diamond,White,Round
"Effy Brasilica 14K 2-Tone Gold Emerald and Diamond Ring, 2.17 TCW",6895,Rings,2.17,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.75,Diamond,White,Round
"Effy Brasilica 14K Two Tone Gold Emerald and Diamond Necklace, 0.77 TCW",3200,Necklace and Pendant,0.77,Pear Emerald,0.57,Emerald,Green,Pear,Round Diamond,0.2,Diamond,White,Round
"Effy Brasilica 14K Two Tone Gold Emerald and Diamond Pendant, 2.09 TCW",5950,Necklace and Pendant,2.09,Emerald Emerald,1.42,Emerald,Green,Emerald,Multi-Shape Diamond,0.67,Diamond,White,Multi-Shape
"Effy Brasilica 14K Two Tone Gold Emerald and Diamond Ring, 1.90 TCW",4595,Rings,1.9,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.48,Diamond,White,Round
"Effy Brasilica 14K White Gold Channel Set Emerald Ring, 0.65 TCW",1350,Rings,0.65,Round Emerald,0.65,Emerald,Green,Round,,0.0,,,
"Effy Brasilica 14K White Gold Emerald and Diamond Band Ring, 1.27 TCW",995,Rings,1.27,Square Emerald,1.14,Emerald,Green,Square,Round Diamond,0.13,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Cross Pendant, 1.48 TCW",2795,Necklace and Pendant,1.48,Round Emerald,1.21,Emerald,Green,Round,Round Diamond,0.27,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Drop Earrings, 2.63 TCW",5595,Earrings,2.63,Emerald Emerald,1.9,Emerald,Green,Emerald,Round Diamond,0.73,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Drop Earrings, 4.04 TCW",9995,Earrings,4.04,Round Diamond,1.38,Diamond,White,Round,Pear Emerald,2.66,Emerald,Green,Pear
"Effy Brasilica 14K White Gold Emerald and Diamond Earrings, 1.98 TCW",3795,Earrings,1.98,Emerald Emerald,1.9,Emerald,Green,Emerald,Round Diamond,0.08,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Earrings, 2.15 TCW",3595,Earrings,2.15,Emerald Emerald,1.9,Emerald,Green,Emerald,Round Diamond,0.25,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Earrings, 2.30 TCW",4195,Earrings,2.3,Emerald Emerald,1.9,Emerald,Green,Emerald,Round Diamond,0.4,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Earrings, 3.34 TCW",11995,Earrings,3.34,Rectangle Emerald,1.9,Emerald,Green,Rectangle,Round Diamond,1.44,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Halo Ring, 0.60 TCW",1495,Rings,0.6,Round Emerald,0.48,Emerald,Green,Round,Round Diamond,0.12,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Hoop Earrings, 1.07 TCW",2595,Earrings,1.07,Round Emerald,0.68,Emerald,Green,Round,Round Diamond,0.39,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Pendant, 0.41 TCW",1195,Necklace and Pendant,0.41,Round Emerald,0.35,Emerald,Green,Round,Round Diamond,0.06,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Pendant, 1.55 TCW",2295,Necklace and Pendant,1.55,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.13,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Pendant, 1.65 TCW",2995,Necklace and Pendant,1.65,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.23,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Pendant, 2.59 TCW",8895,Necklace and Pendant,2.59,Emerald Emerald,2.16,Emerald,Green,Emerald,Multi-Shape Diamond,0.43,Diamond,White,Multi-Shape
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.02 TCW",1950,Rings,1.02,Round Emerald,0.8,Emerald,Green,Round,Round Diamond,0.22,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.12 TCW",2495,Rings,1.12,Oval Emerald,0.68,Emerald,Green,Oval,oval Diamond,0.44,Diamond,White,oval
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.37 TCW",2295,Rings,1.37,Round Emerald,1.19,Emerald,Green,Round,Round Diamond,0.18,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.69 TCW",1595,Rings,1.69,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.27,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.70 TCW",4795,Rings,1.7,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.28,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.76 TCW",3450,Rings,1.76,Baguette Emerald,1.52,Emerald,Green,Baguette,Round Diamond,0.24,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 1.93 TCW",6195,Rings,1.93,Emerald Emerald,1.42,Emerald,Green,Emerald,Multi-Shape Diamond,0.51,Diamond,White,Multi-Shape
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 2.02 TCW",5995,Rings,2.02,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.6,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 2.29 TCW",4695,Rings,2.29,Emerald Emerald,1.96,Emerald,Green,Emerald,Round Diamond,0.33,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 2.52 TCW",6150,Rings,2.52,Emerald Emerald,2.19,Emerald,Green,Emerald,Multi-Shape Diamond,0.33,Diamond,White,Multi-Shape
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 2.81 TCW",10500,Rings,2.81,Emerald Emerald,2.33,Emerald,Green,Emerald,Round Diamond,0.48,Diamond,White,Round
"Effy Brasilica 14k White Gold Emerald and Diamond Ring, 2.81 TCW",13500,Rings,2.81,Cushion Emerald,2.17,Emerald,Green,Cushion,Multi-Shape Diamond,0.64,Diamond,White,Multi-Shape
"Effy Brasilica 14K White Gold Emerald and Diamond Ring, 3.35 TCW",7195,Rings,3.35,Multi-Shape Emerald,2.18,Emerald,Green,Multi-Shape,Round Diamond,1.17,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Stud Earrings, 0.39 TCW",1095,Earrings,0.39,Round Emerald,0.3,Emerald,Green,Round,Round Diamond,0.09,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Stud Earrings, 1.11 TCW",2395,Earrings,1.11,Emerald Emerald,0.95,Emerald,Green,Emerald,Round Diamond,0.16,Diamond,White,Round
"Effy Brasilica 14K White Gold Emerald and Diamond Tennis Bracelet, 4.78 TCW",11800,Bracelets,4.78,Round Emerald,2.62,Emerald,Green,Round,Round Diamond,2.16,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald & Diamond Filigree Pendant, 1.62 TCW",4795,Necklace and Pendant,1.62,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.2,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald & Diamond Pendant, 1.62 TWC",3250,Necklace and Pendant,0.0,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.2,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald & Diamond Pendant, 1.73 TWC",2675,Necklace and Pendant,0.0,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.31,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald & Diamond Tennis Bracelet, 9.56 TCW",4395,Bracelets,9.56,Oval Emerald,9.31,Emerald,Green,Oval,Round Diamond,0.25,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Bracelet, 11.01 TCW",7495,Bracelets,11.01,Oval Emerald,10.69,Emerald,Green,Oval,Round Diamond,0.32,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Bracelet, 3.97 TCW",8250,Bracelets,3.97,Marquise Emerald,3.78,Emerald,Green,Marquise,Round Diamond,0.19,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Channel-Set Ring, 0.66 TCW",2195,Rings,0.66,Baguette Emerald,0.46,Emerald,Green,Baguette,Round Diamond,0.2,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 0.72 TCW",1495,Earrings,0.72,Round Diamond,0.24,Diamond,White,Round,Round Emerald,0.48,Emerald,Green,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 1.53 TCW",2595,Earrings,1.53,Square Emerald,1.37,Emerald,Green,Square,Round Diamond,0.16,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 1.78 TCW",3195,Earrings,1.78,Oval Emerald,1.52,Emerald,Green,Oval,Round Diamond,0.26,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 2.18 TCW",4795,Earrings,2.18,Emerald Emerald,1.9,Emerald,Green,Emerald,Round Diamond,0.28,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 2.28 TCW",4695,Earrings,2.28,Emerald Emerald,1.9,Emerald,Green,Emerald,Round Diamond,0.38,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 2.51 TCW",3295,Earrings,2.51,Emerald Emerald,1.9,Emerald,Green,Emerald,Round Diamond,0.61,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 2.66 TCW",5995,Earrings,2.66,Emerald Emerald,1.9,Emerald,Green,Emerald,Multi-Shape Diamond,0.76,Diamond,White,Multi-Shape
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 2.88 TCW",4795,Earrings,2.88,Multi-Shape Emerald,2.33,Emerald,Green,Multi-Shape,Round Diamond,0.55,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 2.95 TCW",5350,Earrings,2.95,Multi-Shape Emerald,1.95,Emerald,Green,Multi-Shape,Round Diamond,1.0,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 4.62 TCW",7995,Earrings,4.62,Multi-Shape Emerald,4.01,Emerald,Green,Multi-Shape,Round Diamond,0.61,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Earrings, 4.63 TCW",6450,Earrings,4.63,Marquise Emerald,4.35,Emerald,Green,Marquise,Round Diamond,0.28,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Necklace, 0.65 TCW",2895,Necklace and Pendant,0.65,Round Emerald,0.14,Emerald,Green,Round,Round Diamond,0.51,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Necklace, 0.92 TCW",2095,Necklace and Pendant,0.92,Round Emerald,0.81,Emerald,Green,Round,Round Diamond,0.11,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Necklace, 7.30 TCW",16925,Necklace and Pendant,7.3,Marquise Emerald,6.83,Emerald,Green,Marquise,Round Diamond,0.47,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Necklace, 9.74 TCW",13800,Necklace and Pendant,9.74,Multi-Shape Emerald,8.84,Emerald,Green,Multi-Shape,Round Diamond,0.9,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 0.54 TCW",1325,Necklace and Pendant,0.54,Round Emerald,0.48,Emerald,Green,Round,Round Diamond,0.06,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 0.88TCW",1395,Necklace and Pendant,0.88,Round Emerald,0.81,Emerald,Green,Round,Round Diamond,0.07,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 1.43 TCW",2995,Necklace and Pendant,1.43,Multi-Shape Emerald,1.16,Emerald,Green,Multi-Shape,Round Diamond,0.27,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 2.26 TCW",6295,Necklace and Pendant,2.26,Emerald Emerald,1.42,Emerald,Green,Emerald,Multi-Shape Diamond,0.84,Diamond,White,Multi-Shape
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 2.32 TCW",3750,Necklace and Pendant,2.32,Marquise Emerald,2.18,Emerald,Green,Marquise,Round Diamond,0.14,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Pendant, 2.54 TCW",6895,Necklace and Pendant,2.54,Oval Emerald,1.52,Emerald,Green,Oval,Round Diamond,1.02,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 0.64 TCW",1695,Rings,0.64,Round Diamond,0.24,Diamond,White,Round,Round Emerald,0.4,Emerald,Green,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.17 TCW",2595,Rings,1.17,Round Emerald,0.81,Emerald,Green,Round,Round Diamond,0.36,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.27 TCW",1600,Rings,1.27,Square Emerald,1.14,Emerald,Green,Square,Round Diamond,0.13,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.35 TCW",3450,Rings,1.35,Cushion Emerald,0.86,Emerald,Green,Cushion,Round Diamond,0.49,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.39 TCW",3595,Rings,1.39,Oval Emerald,1.14,Emerald,Green,Oval,Multi-Shape Diamond,0.25,Diamond,White,Multi-Shape
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.53 TCW",2995,Rings,1.53,Emerald Emerald,1.33,Emerald,Green,Emerald,Round Diamond,0.2,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.55 TCW",3995,Rings,1.55,Oval Emerald,1.14,Emerald,Green,Oval,Round Diamond,0.41,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.57 TCW",3295,Rings,1.57,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,0.15,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.58 TCW",4195,Rings,1.58,Emerald Emerald,0.95,Emerald,Green,Emerald,Multi-Shape Diamond,0.63,Diamond,White,Multi-Shape
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.68 TCW",5295,Rings,1.68,Emerald Emerald,0.95,Emerald,Green,Emerald,Round Diamond,0.73,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.70 TCW",6000,Rings,1.7,Emerald Emerald,1.42,Emerald,Green,Emerald,Multi-Shape Diamond,0.28,Diamond,White,Multi-Shape
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 1.72 TCW",4295,Rings,1.72,Pear Emerald,1.33,Emerald,Green,Pear,Round Diamond,0.39,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.00 TCW",3695,Rings,2.0,Emerald Emerald,1.42,Emerald,Green,Emerald,Multi-Shape Diamond,0.58,Diamond,White,Multi-Shape
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.25 TCW",4595,Rings,2.25,Oval Emerald,1.86,Emerald,Green,Oval,Round Diamond,0.39,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.26 TCW",3595,Rings,2.26,Emerald Emerald,2.11,Emerald,Green,Emerald,Round Diamond,0.15,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.45 TCW",4085,Rings,2.45,Oval Emerald,1.9,Emerald,Green,Oval,Round Diamond,0.55,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.54 TCW",6995,Rings,2.54,Oval Emerald,1.52,Emerald,Green,Oval,Round Diamond,1.02,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.58 TCW",7995,Rings,2.58,Emerald Emerald,1.42,Emerald,Green,Emerald,Round Diamond,1.16,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.76 TCW",7195,Rings,2.76,Emerald Emerald,2.19,Emerald,Green,Emerald,Round Diamond,0.57,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 2.78 TCW",3975,Rings,2.78,Marquise Emerald,2.64,Emerald,Green,Marquise,Round Diamond,0.14,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 3.20 TCW",10995,Rings,3.2,Oval Emerald,2.14,Emerald,Green,Oval,Round Diamond,1.06,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Ring, 3.33 TCW",12295,Rings,3.33,Oval Emerald,2.85,Emerald,Green,Oval,Round Diamond,0.48,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Stud Earrings, 1.08 TCW",1650,Earrings,1.08,Round Emerald,0.95,Emerald,Green,Round,Round Diamond,0.13,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Stud Earrings, 1.99 TCW",2995,Earrings,1.99,Oval Emerald,1.52,Emerald,Green,Oval,Round Diamond,0.47,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald and Diamond Wrap Ring, 2.22 TCW",4895,Rings,2.22,Baguette Emerald,1.86,Emerald,Green,Baguette,Round Diamond,0.36,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emerald Earrings, 1.71 TCW",2100,Earrings,1.71,Round Emerald,1.71,Emerald,Green,Round,,0.0,,,
"Effy Brasilica 14K Yellow Gold Emerald Stud Earrings, 1.62 TCW",1295,Earrings,1.62,Round Emerald,1.62,Emerald,Green,Round,,0.0,,,
"Effy Brasilica 14K Yellow Gold Emerald, Cognac & White Diamond Ring, 1.70 TCW",4250,Rings,1.7,Oval Emerald,1.14,Emerald,Green,Oval,Round Diamond,0.56,Diamond,White,Round
"Effy Brasilica 14K Yellow Gold Emererald and Diamond Pendant, 3.53 TCW",14995,Necklace and Pendant,3.53,Oval Emerald,2.14,Emerald,Green,Oval,Round Diamond,1.39,Diamond,White,Round
"Effy Brasilica 18K White Gold Fine Emerald and Diamond Ring, 7.29 TCW",37500,Rings,7.29,Emerald Emerald,5.23,Emerald,Green,Emerald,Multi-Shape Diamond,2.06,Diamond,White,Multi-Shape
"Effy Bridal 14K White Gold 3 Stone Diamond Ring, 1.25 TCW",22500,Rings,1.25,Round Diamond,1.0,Diamond,White,Round,Multi-Shape Diamond,0.25,Diamond,White,Multi-Shape
"Effy Bridal 14K White Gold 3-Stone Diamond Ring, 0.95 TCW",4395,Rings,0.95,Round Diamond,0.95,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Channel Set Diamond Band, 0.24 TCW",895,Rings,0.24,Round Diamond,0.24,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Channel Set Diamond Band, 0.49 TCW",1350,Rings,0.49,Round Diamond,0.49,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Channel Set Diamond Band, 0.98 TCW",2695,Rings,0.98,Round Diamond,0.98,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Cluster Ring and Band Set, 0.72 TCW",4495,Rings,0.72,Round Diamond,0.72,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Cluster Ring and Band Set, 1.77 TCW",8150,Rings,1.77,Round Diamond,1.77,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Heart Ring, 0.39 TCW",4055,Rings,0.39,Round Diamond,0.39,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Ring and Matching Band Set, 1.31 TCW",11795,Rings,1.31,Multi-Shape Diamond,1.31,Diamond,White,Multi-Shape,,0.0,,,
"Effy Bridal 14K White Gold Diamond Ring, 0.39 TCW",3595,Rings,0.39,Round Diamond,0.39,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Ring, 0.53 TCW",4395,Rings,0.53,Round Diamond,0.53,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Ring, 0.77 TCW",4815,Rings,0.77,Round Diamond,0.77,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Ring, 1.02 TCW",6195,Rings,1.02,Round Diamond,1.02,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Solitaire Ring, 0.20 TCW",850,Rings,0.2,Round Diamond,0.2,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Solitaire Ring, 0.33 TCW",1195,Rings,0.33,Round Diamond,0.33,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Solitaire Ring, 0.50 TCW",2195,Rings,0.5,Round Diamond,0.5,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Diamond Three Stone Ring, 0.39 TCW",2350,Rings,0.39,Multi-Shape Diamond,0.39,Diamond,White,Multi-Shape,,0.0,,,
"Effy Bridal 14K White Gold Diamond Three Stone Ring, 0.73 TCW",5350,Rings,0.73,Round Diamond,0.73,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Prong Set Diamond Band, 0.24 TCW",795,Rings,0.24,Round Diamond,0.24,Diamond,White,Round,,0.0,,,
"Effy Bridal 14K White Gold Prong Set Diamond Band, 0.98 TCW",2695,Rings,0.98,Round Diamond,0.98,Diamond,White,Round,,0.0,,,
"Effy Bridal 18K Two Tone Gold Diamond Ring, 1.24 TCW",13500,Rings,1.24,Round Diamond,1.24,Diamond,White,Round,,0.0,,,
"Effy Bridal 18K White Gold Diamond Solitaire Ring, 1.08 TCW",18500,Rings,1.08,Round Diamond,1.0,Diamond,White,Round,Round Diamond,0.08,Diamond,White,Round
"Effy Bridal 18K White Gold Diamond Solitaire Ring, 1.24 TCW",18995,Rings,1.24,Round Diamond,1.0,Diamond,White,Round,Round Diamond,0.24,Diamond,White,Round
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Earrings, 0.61 TCW",3895,Earrings,0.61,Round Diamond,0.61,Diamond,White,Round,,0.0,,,
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Earrings, 0.87 TCW",6795,Earrings,0.87,Round Diamond,0.87,Diamond,White,Round,,0.0,,,
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Pendant, 0.45 TCW",3595,Necklace and Pendant,0.45,Round Diamond,0.45,Diamond,White,Round,,0.0,,,
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Ring, 0.35 TCW",2495,Rings,0.35,Round Diamond,0.35,Diamond,White,Round,,0.0,,,
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Ring, 0.56 TCW",5095,Rings,0.56,Round Diamond,0.56,Diamond,White,Round,,0.0,,,
"Effy Canare 14K 2-Tone Gold Yellow and White Diamond Ring, 0.60 TCW",5150,Rings,0.6,Round Diamond,0.6,Diamond,White,Round,,0.0,,,
"Effy Canare 14K Gold Yellow & White Diamond Huggie Hoop Earrings, 1.26 TCW",6595,Earrings,1.26,Round Yellow Diamond,1.01,Diamond,Yellow,Round,Round Diamond,0.25,Diamond,White,Round
"Effy Canare 14K Gold Yellow and White Diamond Bangle, 3.40 TCW",17995,Bracelets,3.4,Round Yellow Diamond,2.74,Diamond,Yellow,Round,Round Diamond,0.66,Diamond,White,Round
"Effy Canare 14K Gold Yellow and White Diamond Cigar Band Ring, 3.82 TCW",19500,Rings,3.82,Round Yellow Diamond,2.86,Diamond,Yellow,Round,Round Diamond,0.96,Diamond,White,Round
"Effy Canare 14K Tri Tone Gold Yellow and White Diamond Ring, 1.03 TCW",5595,Rings,1.03,Round Yellow Diamond,0.63,Diamond,Yellow,Round,Round Diamond,0.4,Diamond,White,Round
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Earrings, 0.98 TCW",5495,Earrings,0.98,Round Diamond,0.98,Diamond,White,Round,,0.0,,,
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Heart Earrings, 0.96 TCW",4895,Earrings,0.96,Round Yellow Diamond,0.69,Diamond,Yellow,Round,Round Diamond,0.27,Diamond,White,Round
"Effy Canare 14K Two Tone Gold Yellow and White Diamond Heart Necklace, 0.71 TCW",4595,Necklace and Pendant,0.71,Round Yellow Diamond,0.43,Diamond,Yellow,Round,Round Diamond,0.28,Diamond,White,Round
