Item_Number,Description,Discount_Price,Price,Metal,Metal Color,Stones,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut,Stone3_Desc,Stone3_Carat,Stone3_Stone,Stone3_Color,Stone3_Cut,Stone4_Desc,Stone4_Carat,Stone4_Stone,Stone4_Color,Stone4_Cut,Stone5_Desc,Stone5_Carat,Stone5_Stone,Stone5_Color,Stone5_Cut,Stone6_Desc,Stone6_Carat,Stone6_Stone,Stone6_Color,Stone6_Cut
2065,"Effy Splash Sterling Silver Blue Sapphire Circle Earrings, 3.34 TCW",556.5,795,Sterling Silver,Sterling Silver,Round Blue Sapphire 3.34,Earrings,3.34,Round Blue Sapphire,3.34,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2066,"Effy Splash Sterling Silver Blue Sapphire Circle Pendant, 3.15 TCW",595,850,Sterling Silver,Sterling Silver,Round Blue Sapphire 3.15,Necklace and Pendant,3.15,Round Blue Sapphire,3.15,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2067,"Effy Splash Sterling Silver Blue Sapphire Circle Ring, 2.95 TCW",455,650,Sterling Silver,Sterling Silver,Round Blue Sapphire 2.95,Rings,2.95,Round Blue Sapphire,2.95,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2068,"Effy Splash Sterling Silver Blue Sapphire Oval Pendant, 3.60 TCW",665,950,Sterling Silver,Sterling Silver,Round Blue Sapphire 3.6,Necklace and Pendant,3.6,Round Blue Sapphire,3.6,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2069,"Effy Splash Sterling Silver Blue Sapphire Oval Ring, 3.00 TCW",556.5,795,Sterling Silver,Sterling Silver,Round Blue Sapphire 3,Rings,3,Round Blue Sapphire,3,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2070,"Effy Splash Sterling Silver Blue Sapphire Square Earrings, 3.56 TCW",836.5,1195,Sterling Silver,Sterling Silver,Round Blue Sapphire 3.56,Earrings,3.56,Round Blue Sapphire,3.56,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2071,"Effy Splash Sterling Silver Blue Sapphire Square Pendant, 3.31 TCW",665,950,Sterling Silver,Sterling Silver,Round Blue Sapphire 3.31,Necklace and Pendant,3.31,Round Blue Sapphire,3.31,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2072,"Effy Splash Sterling Silver Blue Sapphire Square Ring, 3.22 TCW",612.5,875,Sterling Silver,Sterling Silver,Round Blue Sapphire 3.22,Rings,3.22,Round Blue Sapphire,3.22,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2073,"Effy Splash Sterling Silver Blue Sapphire Whale's Tail Pendant, 2.05 TCW",416.5,595,Sterling Silver,Sterling Silver,Round Blue Sapphire 2.05,Necklace and Pendant,2.05,Round Blue Sapphire,2.05,Sapphire,Blue,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2074,"Effy Splash Sterling Silver Multi Color Sapphire Anchor Pendant, 1.40 TCW",385,550,Sterling Silver,Sterling Silver,Round Multi-Color 1.4,Necklace and Pendant,1.4,Round Multi-Color,1.4,Multi-Color,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2075,"Effy Splash Sterling Silver Multi Color Sapphire Ball Earrings, 2.20 TCW",385,550,Sterling Silver,Sterling Silver,"Round Multi-Sapphire 2.2,",Earrings,2.2,Round Multi-Sapphire,2.2,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2076,"Effy Splash Sterling Silver Multi Color Sapphire Ball Ring, 2.69 TCW",626.5,895,Sterling Silver,Sterling Silver,"Round Multi-Color 2.69,Top Width; 1/2""",Rings,2.69,Round Multi-Color,2.69,Multi-Color,,Round,Top Width;,1,Width;,,Top,,,,,,,,,,,,,,,,,,,,
2077,"Effy Splash Sterling Silver Multi Color Sapphire Drop Earrings, 4.10 TCW",805,1150,Sterling Silver,Sterling Silver,Round Multi-Color 4.1,Earrings,4.1,Round Multi-Color,4.1,Multi-Color,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2078,"Effy Splash Sterling Silver Multi Color Sapphire Drop Pendant, 3.50 TCW",665,950,Sterling Silver,Sterling Silver,Round Multi-Color 3.5,Necklace and Pendant,3.5,Round Multi-Color,3.5,Multi-Color,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2079,"Effy Splash Sterling Silver Multi Color Sapphire Ring, 3.45 TCW",612.5,875,Sterling Silver,Sterling Silver,Round Multi-Color 3.45,Rings,3.45,Round Multi-Color,3.45,Multi-Color,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2080,"Effy Splash Sterling Silver Multi Color Sapphire Square Earrings, 3.75 TCW",836.5,1195,Sterling Silver,Sterling Silver,Round Multi-Color 3.75,Earrings,3.75,Round Multi-Color,3.75,Multi-Color,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2081,"Effy Splash Sterling Silver Multi Sapphire and Diamond Earrings, 2.74 TCW",696.5,995,Sterling Silver,Sterling Silver,"Round Multi-Color 2.65, Round Diamond 0.09",Earrings,2.74,Round Multi-Color,2.65,Multi-Color,,Round,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2082,"Effy Splash Sterling Silver Multi Sapphire Bangle, 10.50 TCW",1606.5,2295,Sterling Silver,Sterling Silver,Round Multi-Sapphire 10.5,Bracelets,10.5,Round Multi-Sapphire,10.5,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2083,"Effy Splash Sterling Silver Multi Sapphire Bangle, 9.09 TCW",1396.5,1995,Sterling Silver,Sterling Silver,Round Multi-Sapphire 9.09,Bracelets,9.09,Round Multi-Sapphire,9.09,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2084,"Effy Splash Sterling Silver Multi Sapphire Buckle Ring, 2.49 TCW",556.5,795,Sterling Silver,Sterling Silver,Round Multi-Sapphire 2.49,Rings,2.49,Round Multi-Sapphire,2.49,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2085,"Effy Splash Sterling Silver Multi Sapphire Circle Earrings, 3.39 TCW",556.5,795,Sterling Silver,Sterling Silver,Round Multi-Sapphire 3.39,Earrings,3.39,Round Multi-Sapphire,3.39,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2086,"Effy Splash Sterling Silver Multi Sapphire Circle Pendant, 3.04 TCW",525,750,Sterling Silver,Sterling Silver,Round Multi-Sapphire 3.04,Necklace and Pendant,3.04,Round Multi-Sapphire,3.04,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2087,"Effy Splash Sterling Silver Multi Sapphire Necklace, 0.95 TCW",315,450,Sterling Silver,Sterling Silver,Round Multi-Sapphire 0.95,Necklace and Pendant,0.95,Round Multi-Sapphire,0.95,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2088,"Effy Splash Sterling Silver Multi Sapphire Oval Pendant, 3.30 TCW",665,950,Sterling Silver,Sterling Silver,Round Multi-Sapphire 3.3,Necklace and Pendant,3.3,Round Multi-Sapphire,3.3,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2089,"Effy Splash Sterling Silver Multi Sapphire Starfish Pendant, 2.80 TCW",556.5,795,Sterling Silver,Sterling Silver,Round Multi-Sapphire 2.9,Necklace and Pendant,2.8,Round Multi-Sapphire,2.9,Multi-Sapphire,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2090,"Effy Splash Sterling Silver Pink Sapphire Anchor Pendant, 1.30 TCW",385,550,Sterling Silver,Sterling Silver,Round Pink Sapphire 1.3,Necklace and Pendant,1.3,Round Pink Sapphire,1.3,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2091,"Effy Splash Sterling Silver Pink Sapphire and Ruby Bangle, 10.19 TCW",1785,2550,Sterling Silver,Sterling Silver,Round Pink Sapphire 10.19,Bracelets,10.19,Round Pink Sapphire,10.19,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2092,"Effy Splash Sterling Silver Pink Sapphire and Ruby Bangle, 4.24 TCW",976.5,1395,Sterling Silver,Sterling Silver,"Round Pink Sapphire 4.24,",Bracelets,4.24,Round Pink Sapphire,4.24,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2093,"Effy Splash Sterling Silver Pink Sapphire and Ruby Oval Ring, 3.41 TCW",626.5,895,Sterling Silver,Sterling Silver,Round Pink Sapphire 3.41,Rings,3.41,Round Pink Sapphire,3.41,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2094,"Effy Splash Sterling Silver Pink Sapphire Ball Ring, 2.70 TCW",626.5,895,Sterling Silver,Sterling Silver,Round Pink Sapphire 2.7,Rings,2.7,Round Pink Sapphire,2.7,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2095,"Effy Splash Sterling Silver Pink Sapphire Circle Earrings, 3.60 TCW",665,950,Sterling Silver,Sterling Silver,Round Pink Sapphire 3.6,Earrings,3.6,Round Pink Sapphire,3.6,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2096,"Effy Splash Sterling Silver Pink Sapphire Circle Pendant, 3.09 TCW",595,850,Sterling Silver,Sterling Silver,Round Pink Sapphire 3.09,Necklace and Pendant,3.09,Round Pink Sapphire,3.09,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2097,"Effy Splash Sterling Silver Pink Sapphire Drop Pendant, 3.94 TCW",766.5,1095,Sterling Silver,Sterling Silver,Round Pink Sapphire 3.94,Necklace and Pendant,3.94,Round Pink Sapphire,3.94,Sapphire,Pink,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2098,"Effy Sterling Silver & 18K Gold Accented Diamond Maltese Cross Bangle, 0.60 TCW",2347.5,4695,Sterling Silver,Sterling Silver,"Diamond 0.6,",Bracelets,0.6,Diamond,0.6,Diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,"Effy Sterling Silver and 18K Yellow Gold Round Onyx Pendant, 36.50 TCW",547.5,1095,Sterling Silver & 18K Gold,Sterling Silver & 18K Gold,Round Onyx 36.5,Necklace and Pendant,36.5,Round Onyx,36.5,Onyx,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2100,"Effy Sterling Silver Blue Topaz Pendant, 11.61 TCW",797.5,1595,Sterling Silver,Sterling Silver,Multi-Shape Blue Topaz 11.61,Necklace and Pendant,11.61,Multi-Shape Blue Topaz,11.61,Topaz,Blue,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
2101,"Effy Sterling Silver Tanzanite and Diamond Earrings, 2.06 TCW",892.5,1785,Sterling Silver,Sterling Silver,"Cushion Tanzanite 1.9, Round Diamond 0.16",Earrings,2.06,Cushion Tanzanite,1.9,Tanzanite,,Cushion,Round Diamond,0.16,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2102,"Effy Sunset 14K Rose Gold Fire Citrine and Diamond Ring, 5.44 TCW",1396.5,1995,14K Gold,Rose,"Pear Citrine 5.35, Round Diamond 0.09",Rings,5.44,Pear Citrine,5.35,Citrine,,Pear,Round Diamond,0.09,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2103,"Effy Sunset 14K Yellow Gold Citrine and Diamond Cocktail Ring, 9.72 TCW",1855,2650,14K Gold,Yellow,"Oval Citrine 9.35, Multi-Shape Diamond 0.37",Rings,9.72,Oval Citrine,9.35,Citrine,,Oval,Multi-Shape Diamond,0.37,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2104,"Effy Sunset 14K Yellow Gold Citrine and Diamond Pendant, 9.21 TCW",2275,3250,14K Gold,Yellow,"Oval Citrine 8.85, Round Diamond 0.36",Necklace and Pendant,9.21,Oval Citrine,8.85,Citrine,,Oval,Round Diamond,0.36,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2105,"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 10.04 TCW",2065,2950,14K Gold,Yellow,"Cushion Citrine 9.79, Round Diamond 0.25,",Rings,10.04,Cushion Citrine,9.79,Citrine,,Cushion,Round Diamond,0.25,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2106,"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 3.58 TCW",2306.5,3295,14K Gold,Yellow,"Oval Citrine 3.1, Round Diamond 0.48",Rings,3.58,Oval Citrine,3.1,Citrine,,Oval,Round Diamond,0.48,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2107,"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 6.29 TCW",1155,1650,14K Gold,Yellow,"Marquise Citrine 6.15, Round Diamond 0.14,",Rings,6.29,Marquise Citrine,6.15,Citrine,,Marquise,Round Diamond,0.14,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2108,"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 6.49 TCW",1886.5,2695,14K Gold,Yellow,"Emerald Citrine 6.1, Round Diamond 0.39",Rings,6.49,Emerald Citrine,6.1,Citrine,,Emerald,Round Diamond,0.39,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2109,"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 6.72 TCW",976.5,1395,14K Gold,Yellow,"Rectangle Citrine 6.66, Round Diamond 0.06,",Rings,6.72,Rectangle Citrine,6.66,Citrine,,Rectangle,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2110,"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 7.02 TCW",1536.5,2195,14K Gold,Yellow,"Emerald Citrine 6.85, Round Diamond 0.17",Rings,7.02,Emerald Citrine,6.85,Citrine,,Emerald,Round Diamond,0.17,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2111,"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 9.06 TCW",1676.5,2395,14K Gold,Yellow,"Oval Citrine 8.75, Multi-Shape Diamond 0.31",Rings,9.06,Oval Citrine,8.75,Citrine,,Oval,Multi-Shape Diamond,0.31,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2112,"Effy Sunset 14K Yellow Gold Citrine and Diamond Ring, 9.31 TCW",2236.5,3195,14K Gold,Yellow,"Oval Citrine 8.85, Round Diamond 0.46",Rings,9.31,Oval Citrine,8.85,Citrine,,Oval,Round Diamond,0.46,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2113,"Effy Tanzanite Royale 14K 2-Tone Gold Tanzanite and Diamond Ring, 2.97 TCW",4692.5,9385,14K Gold,Yellow and White,"Emerald Tanzanite 1.33, Round Diamond 1.64,",Rings,2.97,Emerald Tanzanite,1.33,Tanzanite,,Emerald,Round Diamond,1.64,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2114,"Effy Tanzanite Royale 14K Gold Tanzanite & Diamond Bracelet, 12.10 TCW",7350,10500,14K Gold,White,"Trillion Tanzanite 11.4, Round Diamond 0.7",Bracelets,12.1,Trillion Tanzanite,11.4,Tanzanite,,Trillion,Round Diamond,0.7,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2115,"Effy Tanzanite Royale 14K Gold Tanzanite & Diamond Bracelet, 15.90 TCW",21486.5,30695,14K Gold,Yellow,"Oval Tanzanite 9.31, Round Diamond 6.59",Bracelets,15.9,Oval Tanzanite,9.31,Tanzanite,,Oval,Round Diamond,6.59,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2116,"Effy Tanzanite Royale 14K Gold Tanzanite & Diamond Hoop Earrings, 2.43 TCW",2485,3550,14K Gold,White,"Trillion Tanzanite 2.28, Round Diamond 0.15,3/4"" Hoop",Earrings,2.43,Trillion Tanzanite,2.28,Tanzanite,,Trillion,Round Diamond,0.15,Diamond,,Round,3,4,3,,,,,,,,,,,,,,,,,
2117,"Effy Tanzanite Royale 14K Gold Tanzanite & Diamond Stud Earrings, 2.34 TCW",1536.5,2195,14K Gold,White,"Trillion Tanzanite 2.18, Round Diamond 0.16,",Earrings,2.34,Trillion Tanzanite,2.18,Tanzanite,,Trillion,Round Diamond,0.16,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2118,"Effy Tanzanite Royale 14K Gold Tanzanite & Diamond Swirl Pendant, 0.89 TCW",1536.5,2195,14K Gold,White,"Trillion Tanzanite 0.66, Round Diamond 0.23",Necklace and Pendant,0.89,Trillion Tanzanite,0.66,Tanzanite,,Trillion,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2119,"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Earrings, 1.54 TCW",1676.5,2395,14K Gold,White,"Pear Tanzanite 1.14, Round Diamond 0.4",Earrings,1.54,Pear Tanzanite,1.14,Tanzanite,,Pear,Round Diamond,0.4,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2120,"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Earrings, 2.90 TCW",2905,4150,14K Gold,White,"Multi-Shape Tanzanite 2.6, Round Diamond 0.3",Earrings,2.9,Multi-Shape Tanzanite,2.6,Tanzanite,,Multi-Shape,Round Diamond,0.3,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2121,"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.22 TCW",1536.5,2195,14K Gold,White,"Pear Tanzanite 0.95, Round Diamond 0.27",Necklace and Pendant,1.22,Pear Tanzanite,0.95,Tanzanite,,Pear,Round Diamond,0.27,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2122,"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.66 TCW",2446.5,3495,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.14",Necklace and Pendant,1.66,Trillion Tanzanite,1.52,Tanzanite,,Trillion,Round Diamond,0.14,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2123,"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.82 TCW",1536.5,2195,14K Gold,White,"Trillion Tanzanite 1.7, Round Diamond 0.12",Necklace and Pendant,1.82,Trillion Tanzanite,1.7,Tanzanite,,Trillion,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2124,"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 1.97 TCW",2097.5,4195,14K Gold,White,"Pear Tanzanite 1.52, Round Diamond 0.45",Necklace and Pendant,1.97,Pear Tanzanite,1.52,Tanzanite,,Pear,Round Diamond,0.45,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2125,"Effy Tanzanite Royale 14K Gold Tanzanite and Diamond Pendant, 2.17 TCW",2376.5,3395,14K Gold,White,"Trillion Tanzanite 1.09, Multi-Shape Diamond 0.35",Necklace and Pendant,2.17,Trillion Tanzanite,1.09,Tanzanite,,Trillion,Multi-Shape Diamond,0.35,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2126,"Effy Tanzanite Royale 14K Gold Tanzanite Diamond Tennis Necklace, 13.51 TCW",34650,49500,14K Gold,White,"Pear Tanzanite 4.75, Round Diamond 8.76,",Necklace and Pendant,13.51,Pear Tanzanite,4.75,Tanzanite,,Pear,Round Diamond,8.76,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2127,"Effy Tanzanite Royale 14K Gold Trillion Tanzanite & Diamond Ring, 2.54 TCW",5526.5,7895,14K Gold,White,"Trillion Tanzanite 2, Round Diamond 0.54",Rings,2.54,Trillion Tanzanite,2,Tanzanite,,Trillion,Round Diamond,0.54,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2128,"Effy Tanzanite Royale 14K Rose Gold Tanzanite & Diamond Earrings, 2.56 TCW",2236.5,3195,14K Gold,Rose,"Pear Tanzanite 2.24, Round Diamond 0.32",Earrings,2.56,Pear Tanzanite,2.24,Tanzanite,,Pear,Round Diamond,0.32,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2129,"Effy Tanzanite Royale 14K Rose Gold Tanzanite & Diamond Earrings, 3.10 TCW",3097.5,6195,14K Gold,Rose,"Rectangle Tanzanite 2.76, Round Diamond 0.34",Earrings,3.1,Rectangle Tanzanite,2.76,Tanzanite,,Rectangle,Round Diamond,0.34,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2130,"Effy Tanzanite Royale 14K Rose Gold Tanzanite & Diamond Pendant, 0.72 TCW",595,595,14K Gold,Rose,"Trillion Tanzanite 0.66, Round Diamond 0.06",Necklace and Pendant,0.72,Trillion Tanzanite,0.66,Tanzanite,,Trillion,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2131,"Effy Tanzanite Royale 14K Rose Gold Tanzanite & Diamond Ring, 5.70 TCW",9450,13500,14K Gold,Rose,"Rectangle Tanzanite 5.23, Round Diamond 0.47",Rings,5.7,Rectangle Tanzanite,5.23,Tanzanite,,Rectangle,Round Diamond,0.47,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2132,"Effy Tanzanite Royale 14K Rose Gold Tanzanite and Diamond Earrings, 2.22 TCW",2796.5,3995,14K Gold,Rose,"Emerald Tanzanite 1.71, Round Diamond 0.51",Earrings,2.22,Emerald Tanzanite,1.71,Tanzanite,,Emerald,Round Diamond,0.51,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2133,"Effy Tanzanite Royale 14K Rose Gold Tanzanite and Diamond Ring, 0.81 TCW",1085,1550,14K Gold,Rose,"Round Tanzanite 0.74, Round Diamond 0.07",Rings,0.81,Round Tanzanite,0.74,Tanzanite,,Round,Round Diamond,0.07,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2134,"Effy Tanzanite Royale 14K Rose Gold Tanzanite and Diamond Ring, 0.96 TCW",1536.5,2195,14K Gold,Rose,"Trillion Tanzanite 0.76, Round Diamond 0.2,",Rings,0.96,Trillion Tanzanite,0.76,Tanzanite,,Trillion,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2135,"Effy Tanzanite Royale 14K Rose Gold Tanzanite and Diamond Ring, 1.73 TCW",2200,4400,14K Gold,Rose,"Oval Tanzanite 1.14, Round Diamond 0.59",Rings,1.73,Oval Tanzanite,1.14,Tanzanite,,Oval,Round Diamond,0.59,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2136,"Effy Tanzanite Royale 14K Rose Gold Tanzanite and Diamond Ring, 2.32 TCW",2297.5,4595,14K Gold,Rose,"Cushion Tanzanite 2.2, Round Diamond 0.12,",Rings,2.32,Cushion Tanzanite,2.2,Tanzanite,,Cushion,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2137,"Effy Tanzanite Royale 14K Rose Gold Tanznaite and Diamond Pendant, 5.59 TCW",9450,13500,14K Gold,Rose,"Emerald Tanzanite 5.23, Round Diamond 0.36",Necklace and Pendant,5.59,Emerald Tanzanite,5.23,Tanzanite,,Emerald,Round Diamond,0.36,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2138,"Effy Tanzanite Royale 14K Two Tone Gold Tanzanite & Diamond Ring, 1.45 TCW",2415,3450,14K Gold,Rose and White,"Cushion Tanzanite 0.95, Round Diamond 0.5,",Rings,1.45,Cushion Tanzanite,0.95,Tanzanite,,Cushion,Round Diamond,0.5,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2139,"Effy Tanzanite Royale 14K Two Tone Gold Tanzanite & Diamond Ring, 2.16",3916.5,5595,14K Gold,Yellow and White,"Oval Tanzanite 1.71, Round Diamond 0.45",Rings,0,Oval Tanzanite,1.71,Tanzanite,,Oval,Round Diamond,0.45,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2140,"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Earrings, 0.88 TCW",647.5,1295,14K Gold,White,"Round Tanzanite 0.76, Round Diamond 0.12,",Earrings,0.88,Round Tanzanite,0.76,Tanzanite,,Round,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2141,"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Earrings, 2.06 TCW",2250,4500,14K Gold,White,"Cushion Tanzanite 1.62, Round Diamond 0.44",Earrings,2.06,Cushion Tanzanite,1.62,Tanzanite,,Cushion,Round Diamond,0.44,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2142,"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Pendant, 1.46 TCW",2096.5,2995,14K Gold,White,"Trillion Tanzanite 1.42, Round Diamond 0.04",Necklace and Pendant,1.46,Trillion Tanzanite,1.42,Tanzanite,,Trillion,Round Diamond,0.04,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2143,"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Pendant, 1.73 TCW",2796.5,3995,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.21",Necklace and Pendant,1.73,Trillion Tanzanite,1.52,Tanzanite,,Trillion,Round Diamond,0.21,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2144,"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Pendant, 2.29 TCW",3496.5,4995,14K Gold,White,"Emerald Tanzanite 2.09, Round Diamond 0.2",Necklace and Pendant,2.29,Emerald Tanzanite,2.09,Tanzanite,,Emerald,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2145,"Effy Tanzanite Royale 14K White Gold Tanzanite & Diamond Ring, 2.29 TCW",3570,5100,14K Gold,White,"Emerald Tanzanite 2.09, Round Diamond 0.2",Rings,2.29,Emerald Tanzanite,2.09,Tanzanite,,Emerald,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2146,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Bangle, 2.61 TCW",6436.5,9195,14K Gold,White,"Oval Tanzanite 1.71, Round Diamond 0.9",Bracelets,2.61,Oval Tanzanite,1.71,Tanzanite,,Oval,Round Diamond,0.9,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2147,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Butterfly Necklace, 1.24 TCW",1396.5,1995,14K Gold,White,"Pear Tanzanite 1.05, Round Diamond 0.19",Necklace and Pendant,1.24,Pear Tanzanite,1.05,Tanzanite,,Pear,Round Diamond,0.19,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2148,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Heart Ring, 2.38 TCW",2625,3750,14K Gold,White,"Heart Tanzanite 2.14, Round Diamond 0.24,",Rings,2.38,Heart Tanzanite,2.14,Tanzanite,,Heart,Round Diamond,0.24,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2149,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Necklace, 0.85 TCW",895,1595,14K Gold,White,"Round Tanzanite 0.74, Round Diamond 0.11",Necklace and Pendant,0.85,Round Tanzanite,0.74,Tanzanite,,Round,Round Diamond,0.11,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2150,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Necklace, 0.93",1447.5,2895,14K Gold,White,"Round Tanzanite 0.57, Round Diamond 0.36",Necklace and Pendant,0,Round Tanzanite,0.57,Tanzanite,,Round,Round Diamond,0.36,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
