Item_Number,Description,Discount_Price,Price,Metal,Metal Color,Stones,Jewelry_Type,Product_Carat,Stone1_Desc,Stone1_Carat,Stone1_Stone,Stone1_Color,Stone1_Cut,Stone2_Desc,Stone2_Carat,Stone2_Stone,Stone2_Color,Stone2_Cut,Stone3_Desc,Stone3_Carat,Stone3_Stone,Stone3_Color,Stone3_Cut,Stone4_Desc,Stone4_Carat,Stone4_Stone,Stone4_Color,Stone4_Cut,Stone5_Desc,Stone5_Carat,Stone5_Stone,Stone5_Color,Stone5_Cut,Stone6_Desc,Stone6_Carat,Stone6_Stone,Stone6_Color,Stone6_Cut
2151,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.08 TCW",1326.5,1895,14K Gold,White,"Round Tanzanite 0.86, Round Diamond 0.22,",Rings,1.08,Round Tanzanite,0.86,Tanzanite,,Round,Round Diamond,0.22,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2152,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.24 TCW",1816.5,2595,14K Gold,White,"Trillion Tanzanite 1.09, Round Diamond 0.15,",Rings,1.24,Trillion Tanzanite,1.09,Tanzanite,,Trillion,Round Diamond,0.15,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2153,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.43 TCW",2026.5,2895,14K Gold,White,"Pear Tanzanite 0.95, Round Diamond 0.48,",Rings,1.43,Pear Tanzanite,0.95,Tanzanite,,Pear,Round Diamond,0.48,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2154,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.51 TCW",3006.5,4295,14K Gold,White,"Emerald Tanzanite 1.33, Multi-Shape Diamond 0.18",Rings,1.51,Emerald Tanzanite,1.33,Tanzanite,,Emerald,Multi-Shape Diamond,0.18,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2155,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.54 TCW",1195,1195,14K Gold,White,"Round Tanzanite 1.07, Round Diamond 0.47,",Rings,1.54,Round Tanzanite,1.07,Tanzanite,,Round,Round Diamond,0.47,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2156,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.63 TCW",1256.5,1795,14K Gold,White,"Round Tanzanite 1.52, Round Diamond 0.11",Rings,1.63,Round Tanzanite,1.52,Tanzanite,,Round,Round Diamond,0.11,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2157,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.66 TCW",2516.5,3595,14K Gold,White,"Trillion Tanzanite 1.25, Multi-Shape Diamond 0.41",Rings,1.66,Trillion Tanzanite,1.25,Tanzanite,,Trillion,Multi-Shape Diamond,0.41,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2158,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.73 TCW",2870,4100,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.21",Rings,1.73,Trillion Tanzanite,1.52,Tanzanite,,Trillion,Round Diamond,0.21,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2159,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.88 TCW",3395,4850,14K Gold,White,"Trillion Tanzanite 1.62, Round Diamond 0.26",Rings,1.88,Trillion Tanzanite,1.62,Tanzanite,,Trillion,Round Diamond,0.26,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2160,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 1.91 TCW",2787.5,5575,14K Gold,White,"Oval Tanzanite 1.14, Round Diamond 0.77",Rings,1.91,Oval Tanzanite,1.14,Tanzanite,,Oval,Round Diamond,0.77,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2161,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.10 TCW",3076.5,4395,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.58",Rings,2.1,Trillion Tanzanite,1.52,Tanzanite,,Trillion,Round Diamond,0.58,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2162,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.18 TCW",3006.5,4295,14K Gold,White,"Round Tanzanite 1.66, Multi-Shape Diamond 0.52",Rings,2.18,Round Tanzanite,1.66,Tanzanite,,Round,Multi-Shape Diamond,0.52,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2163,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.27 TCW",2306.5,3295,14K Gold,White,"Emerald Tanzanite 2, Round Diamond 0.27",Rings,2.27,Emerald Tanzanite,2,Tanzanite,,Emerald,Round Diamond,0.27,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2164,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.34 TCW",3986.5,5695,14K Gold,White,"Cushion Tanzanite 1.9, Round Diamond 0.44",Rings,2.34,Cushion Tanzanite,1.9,Tanzanite,,Cushion,Round Diamond,0.44,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2165,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 2.41 TCW",1947.5,3895,14K Gold,White,"Cushion Tanzanite 2.18, Round Diamond 0.23,",Rings,2.41,Cushion Tanzanite,2.18,Tanzanite,,Cushion,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2166,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 3.68 TCW",6786.5,9695,14K Gold,White,"Cushion Tanzanite 2.95, Round Diamond 0.73",Rings,3.68,Cushion Tanzanite,2.95,Tanzanite,,Cushion,Round Diamond,0.73,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2167,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 4.30 TCW",8396.5,11995,14K Gold,White,"Emerald Tanzanite 3.79, Round Diamond 0.51",Rings,4.3,Emerald Tanzanite,3.79,Tanzanite,,Emerald,Round Diamond,0.51,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2168,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 4.97 TCW",9096.5,12995,14K Gold,White,"Emerald Tanzanite 4.75, Round Diamond 0.22",Rings,4.97,Emerald Tanzanite,4.75,Tanzanite,,Emerald,Round Diamond,0.22,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2169,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 5.03 TCW",7697.5,15395,14K Gold,White,"Emerald Tanzanite 4.49, Multi-Shape Diamond 0.54",Rings,5.03,Emerald Tanzanite,4.49,Tanzanite,,Emerald,Multi-Shape Diamond,0.54,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2170,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Ring, 5.80 TCW",10150,14500,14K Gold,White,"Emerald Tanzanite 5.13, Round Diamond 0.67",Rings,5.8,Emerald Tanzanite,5.13,Tanzanite,,Emerald,Round Diamond,0.67,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2171,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Stud Earrings, 1.04 TCW",695,1450,14K Gold,White,"Round Tanzanite 0.91, Round Diamond 0.13,",Earrings,1.04,Round Tanzanite,0.91,Tanzanite,,Round,Round Diamond,0.13,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2172,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Stud Earrings, 1.91 TCW",1785,2550,14K Gold,White,"Round Tanzanite 1.71, Round Diamond 0.2,",Earrings,1.91,Round Tanzanite,1.71,Tanzanite,,Round,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2173,"Effy Tanzanite Royale 14K White Gold Tanzanite and Diamond Studs, 0.98 TCW",647.5,1295,14K Gold,White,"Round Tanzanite 0.86, Round Diamond 0.12,",Earrings,0.98,Round Tanzanite,0.86,Tanzanite,,Round,Round Diamond,0.12,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2174,"Effy Tanzanite Royale 14K White Gold Tanzanite Diamond Bangle, 4.76 TCW",3706.5,5295,14K Gold,White,"Trillion Tanzanite 4.56, Round Diamond 0.2,",Bracelets,4.76,Trillion Tanzanite,4.56,Tanzanite,,Trillion,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2175,"Effy Tanzanite Royale 14K White Gold Tanzanite Diamond Ring, 1.58 TCW",1225,1750,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.06,",Rings,1.58,Trillion Tanzanite,1.52,Tanzanite,,Trillion,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2176,"Effy Tanzanite Royale 14K White Gold Tanzanite Diamond Ring, 1.75 TCW",1697.5,3395,14K Gold,White,"Trillion Tanzanite 1.52, Round Diamond 0.23,",Rings,1.75,Trillion Tanzanite,1.52,Tanzanite,,Trillion,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2177,"Effy Tanzanite Royale 14K White Gold Tanzanite Diamond Ring, 5.42 TCW",9750,19500,14K Gold,White,"Oval Tanzanite 4.75, Multi-Shape Diamond 0.67,",Rings,5.42,Oval Tanzanite,4.75,Tanzanite,,Oval,Multi-Shape Diamond,0.67,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2178,"Effy Tanzanite Royale 14K White Gold Trillion Tanzanite and Diamond Necklace, 2.72",4697.5,9395,14K Gold,White,"Trillion Tanzanite 2.28, Round Diamond 0.44",Necklace and Pendant,0,Trillion Tanzanite,2.28,Tanzanite,,Trillion,Round Diamond,0.44,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2179,"Effy Tanzanite Royale 14K Yellow Gold Tanzanite & Diamond Pendant, 0.72 TCW",595,1150,14K Gold,Yellow,"Trillion Tanzanite 0.66, Round Diamond 0.06",Necklace and Pendant,0.72,Trillion Tanzanite,0.66,Tanzanite,,Trillion,Round Diamond,0.06,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2180,"Effy Tanzanite Royale 14K Yellow Gold Tanzanite & Diamond Ring, 0.74 TCW",1956.5,2795,14K Gold,Yellow,"Trillion Tanzanite 0.66, Round Diamond 0.08,",Rings,0.74,Trillion Tanzanite,0.66,Tanzanite,,Trillion,Round Diamond,0.08,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2181,"Effy Tanzanite Royale 14K Yellow Gold Tanzanite and Diamond Ring, 0.96 TCW",1536.5,2195,14K Gold,Yellow,"Trillion Tanzanite 0.76, Round Diamond 0.2,",Rings,0.96,Trillion Tanzanite,0.76,Tanzanite,,Trillion,Round Diamond,0.2,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2182,"Effy Tanzanite Royale 14K Yellow Gold Tanzanite and Diamond Ring, 1.23 TCW",1750,2500,14k Gold,Yellow,"Trillion Tanzanite 1.09, Round Diamond 0.14",Rings,1.23,Trillion Tanzanite,1.09,Tanzanite,,Trillion,Round Diamond,0.14,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2183,"Effy Tanzanite Royale 14K Yellow Gold Tanzanite and Diamond Ring, 1.40 TCW",2236.5,3195,14K Gold,Yellow,"Trillion Tanzanite 1.09, Round Diamond 0.31",Rings,1.4,Trillion Tanzanite,1.09,Tanzanite,,Trillion,Round Diamond,0.31,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2184,"Effy Tanzanite Royale 14K Yellow Gold Tanzanite and Diamond Ring, 2.20 TCW",2997.5,5995,14K Gold,Yellow,"Emerald Tanzanite 1.33, Round Diamond 0.87",Rings,2.2,Emerald Tanzanite,1.33,Tanzanite,,Emerald,Round Diamond,0.87,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2185,"Effy Tanzanite Royale 14K Yellow Gold Tanzanite and Diamond Ring, 2.26 TCW",2695,3850,14K Gold,Yellow,"Multi-Shape Tanzanite 2.0, Round Diamond 0.25",Rings,2.26,Multi-Shape Tanzanite,2,Tanzanite,,Multi-Shape,Round Diamond,0.25,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2186,"Effy Tanzanite Royale 14K Yellow Gold Tanzanite and Diamond Ring, 2.47",2096.5,2995,14K Gold,Yellow,"Trillion Tanzanite 2.2, Round Diamond 0.27",Rings,0,Trillion Tanzanite,2.2,Tanzanite,,Trillion,Round Diamond,0.27,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2187,"Effy Tanzanite Royale 14K Yellow Gold Tanzanite and Diamond Stud Earrings, 1.19 TCW",495,1195,14K Gold,Yellow,"Trillion Tanzanite 1.05, Round Diamond 0.14,",Earrings,1.19,Trillion Tanzanite,1.05,Tanzanite,,Trillion,Round Diamond,0.14,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2188,"Effy Tanzanite Royale 18K White Gold Tanzanite & Diamond Pendant, 12.35 TCW",30096.5,42995,18K Gold,White,"Cushion Tanzanite 10.97, Multi-Shape Diamond 1.38",Necklace and Pendant,12.35,Cushion Tanzanite,10.97,Tanzanite,,Cushion,Multi-Shape Diamond,1.38,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2189,"Effy Tanzanite Royale 18K White Gold Tanzanite and Diamond Ring, 12.41 TCW",35486.5,50695,18K Gold,White,"Oval Tanzanite 7.9, Round Diamond 4.51",Rings,12.41,Oval Tanzanite,7.9,Tanzanite,,Oval,Round Diamond,4.51,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2190,"Effy Tanzanite Royale 18K White Gold Tanzanite and Diamond Ring, 7.27 TCW",20996.5,29995,18K Gold,White,"Emerald Tanzanite 6.04, Multi-Shape Diamond 1.23",Rings,7.27,Emerald Tanzanite,6.04,Tanzanite,,Emerald,Multi-Shape Diamond,1.23,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,
2191,"Effy Tanzanite Royale Silver & 18K Gold Tanzanite Pendant, 1.85 TCW",525,750,Sterling Silver & 18K Gold,Yellow,Multi-Shape Tanzanite 1.85,Necklace and Pendant,1.85,Multi-Shape Tanzanite,1.85,Tanzanite,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
2192,"Effy Tanzanite Royale Silver & 18K Gold Tanzanite Ring, 1.85 TCW",455,650,Sterling Silver & 18K Gold,Yellow,Multi-Shape Tanzanite 1.85,Rings,1.85,Multi-Shape Tanzanite,1.85,Tanzanite,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
2193,"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Earrings, 1.87 TCW",867.5,1735,Sterling Silver,Sterling Silver,"Oval Tanzanite 1.62, Round Diamond 0.25,",Earrings,1.87,Oval Tanzanite,1.62,Tanzanite,,Oval,Round Diamond,0.25,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2194,"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Pendant, 1.59 TCW",892.5,1785,Sterling Silver,Sterling Silver,"Cushion Tanzanite 1.4, Round Diamond 0.19",Necklace and Pendant,1.59,Cushion Tanzanite,1.4,Tanzanite,,Cushion,Round Diamond,0.19,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2195,"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Pendant, 2.11 TCW",1362.5,2725,Sterling Silver,Sterling Silver,"Rectangle Tanzanite 1.9, Round Diamond 0.21",Necklace and Pendant,2.11,Rectangle Tanzanite,1.9,Tanzanite,,Rectangle,Round Diamond,0.21,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2196,"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Ring, 0.86 TCW",206.5,295,Sterling Silver,Sterling Silver,"Round Tanzanite 0.85, Round Diamond 0.01,",Rings,0.86,Round Tanzanite,0.85,Tanzanite,,Round,Round Diamond,0.01,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2197,"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Ring, 1.81 TCW",827.5,1655,Sterling Silver,Sterling Silver,"Cushion Tanzanite 1.66, Round Diamond 0.15",Rings,1.81,Cushion Tanzanite,1.66,Tanzanite,,Cushion,Round Diamond,0.15,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2198,"Effy Tanzanite Royale Sterling Silver Tanzanite and Diamond Ring, 2.09 TCW",1650,3300,Sterling Silver,Sterling Silver,"Rectangle Tanzanite 1.9, Round Diamond 0.19",Rings,2.09,Rectangle Tanzanite,1.9,Tanzanite,,Rectangle,Round Diamond,0.19,Diamond,,Round,,,,,,,,,,,,,,,,,,,,
2199,"Effy Tanzanite Royale Sterling Silver Tanzanite Band Ring, 2.14 TCW",250,250,Sterling Silver,Sterling Silver,"Oval Tanzanite 2.14,",Rings,2.14,Oval Tanzanite,2.14,Tanzanite,,Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2200,"Effy Tanzanite Royale Sterling Silver Tanzanite Bracelet, 26.69 TCW",2300,4600,Sterling Silver,Sterling Silver,Oval Tanzanite 26.69,Bracelets,26.69,Oval Tanzanite,26.69,Tanzanite,,Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2201,"Effy Tanzanite Royale Sterling Silver Tanzanite Bracelet, 7.45 TCW",295,550,Sterling Silver,Sterling Silver,Trillion Tanzanite 7.45,Bracelets,7.45,Trillion Tanzanite,7.45,Tanzanite,,Trillion,,,,,,,,,,,,,,,,,,,,,,,,,
2202,"Effy Tanzanite Royale Sterling Silver Tanzanite Necklace, 27.69 TCW",2236.5,3195,Sterling Silver,Sterling Silver,Oval Tanzanite 27.69,Necklace and Pendant,27.69,Oval Tanzanite,27.69,Tanzanite,,Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2203,"Effy Tanzanite Royale Sterling Silver Tanzanite Stud Earrings, 1.52 TCW",367.5,525,Sterling Silver,Sterling Silver,Trillion Tanzanite 1.52,Earrings,1.52,Trillion Tanzanite,1.52,Tanzanite,,Trillion,,,,,,,,,,,,,,,,,,,,,,,,,
2204,"Effy Tanzanite Royale Sterling Silver Tanzanite Stud Earrings, 1.90 TCW",836.5,1195,Sterling Silver,Sterling Silver,Cushion Tanzanite 1.9,Earrings,1.9,Cushion Tanzanite,1.9,Tanzanite,,Cushion,,,,,,,,,,,,,,,,,,,,,,,,,
2205,"Effy Tanzanite Royale Sterling Silver Tanzanite Tennis Bracelet, 11.40 TCW",695,695,Sterling Silver,Sterling Silver,Trillion Tanzanite 11.4,Bracelets,11.4,Trillion Tanzanite,11.4,Tanzanite,,Trillion,,,,,,,,,,,,,,,,,,,,,,,,,
2206,"Effy Tanzanite Royale Sterling Silver Tanzanite Tennis Bracelet, 15.60 TCW",3146.5,4495,Sterling Silver,Sterling Silver,Round Tanzanite 15.6,Bracelets,15.6,Round Tanzanite,15.6,Tanzanite,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2207,"Effy Tanzanite Royale Sterling Silver Tanzanite Tennis Bracelet, 19.80 TCW",1495,1495,Sterling Silver,Sterling Silver,Oval Tanzanite 19.8,Bracelets,19.8,Oval Tanzanite,19.8,Tanzanite,,Oval,,,,,,,,,,,,,,,,,,,,,,,,,
2208,"Effy Trio 14K Tri Color Diamond Earrings, .52 TCW",2726.5,3895,14K Gold,Three Tone,"Round Diamond 0.52,",Earrings,0.52,Round Diamond,0.52,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2209,"Effy Trio 14K Tri Color Gold Diamond 5 Stack Ring, 0.61 TCW",3146.5,4495,14K Gold,Three Tone,"Round Diamond 0.61,",Rings,0.61,Round Diamond,0.61,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2210,"Effy Trio 14K Tri Color Gold Diamond Braid Ring, 0.29 TCW",1575,2250,14K Gold,Three Tone,"Round Diamond 0.29,",Rings,0.29,Round Diamond,0.29,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2211,"Effy Trio 14K Tri Color Gold Diamond Butterfly Ring, 0.66 TCW",2306.5,3295,14K Gold,Three Tone,"Round Diamond 0.66,",Rings,0.66,Round Diamond,0.66,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2212,"Effy Trio 14K Tri Color Gold Diamond Earrings, 0.55 TCW",2306.5,3295,14K Gold,Three Tone,Round Diamond 0.55,Earrings,0.55,Round Diamond,0.55,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2213,"Effy Trio 14K Tri Color Gold Diamond Fashion Ring, 1.11 TCW",2797.5,5595,14K Gold,Three Tone,Round Diamond 1.11,Rings,1.11,Round Diamond,1.11,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2214,"Effy Trio 14K Tri Color Gold Diamond Flower Ring, 1.14 TCW",3570,5100,14K Gold,Three Tone,Round Diamond 1.14,Rings,1.14,Round Diamond,1.14,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2215,"Effy Trio 14K Tri Color Gold Diamond Necklace, 0.40 TCW",1606.5,2295,14K Gold,Three Tone,Multi-Shape Diamond 0.4,Necklace and Pendant,0.4,Multi-Shape Diamond,0.4,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
2216,"Effy Trio 14K Tri Color Gold Diamond Pendant, 0.11 TCW",1186.5,1695,14K Gold,Three Tone,Round Diamond 0.11,Necklace and Pendant,0.11,Round Diamond,0.11,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2217,"Effy Trio 14K Tri Color Gold Diamond Ring, 0.32 TCW",1816.5,2595,14K Gold,Three Tone,"Round Diamond 0.32,",Rings,0.32,Round Diamond,0.32,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2218,"Effy Trio 14K Tri Color Gold Diamond Ring, 0.50 TCW",1937.5,3875,14K Gold,Three Tone,"Round Diamond 0.5,",Rings,0.5,Round Diamond,0.5,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2219,"Effy Trio 14K Tri Color Gold Diamond Ring, 0.62 TCW",1947.5,3895,14K Gold,Three Tone,Round Diamond 0.62,Rings,0.62,Round Diamond,0.62,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2220,"Effy Trio 14K Tri Color Gold Diamond Ring, 0.98 TCW",3605,5150,14K Gold,Three Tone,"Round Diamond 0.98,",Rings,0.98,Round Diamond,0.98,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2221,"Effy Trio 14K Tri Color Gold Diamond Ring, 0.98 TCW",2147.5,4295,14K Gold,Three Tone,Multi-Shape Diamond 0.98,Rings,0.98,Multi-Shape Diamond,0.98,Diamond,,Multi-Shape,,,,,,,,,,,,,,,,,,,,,,,,,
2222,"Effy Trio 14K Tri Color Gold Diamond Stack Ring, 0.50 TCW",2306.5,3295,14K Gold,Three Tone,"Round Diamond 0.5,",Rings,0.5,Round Diamond,0.5,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2223,"Effy Trio 14K Tri Color Gold Diamond Starfish Trio Pendant, 0.23 TCW",1326.5,1895,14K Gold,Three Tone,Round Diamond 0.23,Necklace and Pendant,0.23,Round Diamond,0.23,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2224,"Effy Trio 14K Tri Color Gold Diamond Twist Ring, 1.24 TCW",2907.5,5815,14K Gold,Three Tone,"Round Diamond 1.24,",Rings,1.24,Round Diamond,1.24,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2225,"Effy Trio 14K Tri Color Gold Mixed Diamond Stack Ring, 0.49 TCW",1447.5,2895,14K Gold,Three Tone,"Round Diamond 0.49,",Rings,0.49,Round Diamond,0.49,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2226,"Effy Trio 14K Tri Tone Gold Diamond Clusters Ring, 1.04 TCW",3675,5250,14K Gold,Three Tone,Round Diamond 1.04,Rings,1.04,Round Diamond,1.04,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2227,"Effy Trio 14K Tri Tone Gold Diamond Ring, 0.34 TCW",1505,2150,14K Gold,Three Tone,Round Diamond 0.34,Rings,0.34,Round Diamond,0.34,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2228,"Effy Trio 14K Tri-Color Gold Diamond 3-Band Ring, 0.56 TCW",2485,3550,14K Gold,Three Tone,"Round Diamond 0.56,",Rings,0.56,Round Diamond,0.56,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2229,"Effy Trio 14K Tri-Color Gold Diamond Bangle, 1.03 TCW",5355,7650,14K Gold,Three Tone,"Round Diamond 1.03,",Bracelets,1.03,Round Diamond,1.03,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2230,"Effy Trio 14K Tri-Color Gold Diamond Circles Pendant, 0.30 TCW",1956.5,2795,14K Gold,Three Tone,Round Diamond 0.3,Necklace and Pendant,0.3,Round Diamond,0.3,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2231,"Effy Trio 14K Tri-Color Gold Diamond Disks Ring, 0.42 TCW",1747.5,3495,14K Gold,Three Tone,Round Diamond 0.42,Rings,0.42,Round Diamond,0.42,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2232,"Effy Trio 14K Tri-Color Gold Diamond Flower Pendant, 0.68 TCW",2125,4250,14K Gold,Three Tone,Round Diamond 0.68,Necklace and Pendant,0.68,Round Diamond,0.68,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2233,"Effy Trio 14K Tri-Color Gold Diamond Flower Ring, 0.65 TCW",2147.5,4295,14K Gold,Three Tone,Round Diamond 0.65,Rings,0.65,Round Diamond,0.65,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2234,"Effy Trio 14K Tri-Color Gold Diamond Necklace, 1.33 TCW",7350,10500,14K Gold,Three Tone,"Round Diamond 1.33,",Necklace and Pendant,1.33,Round Diamond,1.33,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2235,"Effy Trio 14K Tri-Color Gold Diamond Ring, 0.40 TCW",1647.5,3295,14K Gold,Three Tone,"Round Diamond 0.4,",Rings,0.4,Round Diamond,0.4,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2236,"Effy Trio 14K Tri-Color Gold Diamond Ring, 0.54 TCW",2236.5,3195,14K Gold,Three Tone,"Round Diamond 0.54,",Rings,0.54,Round Diamond,0.54,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2237,"Effy Trio 14K Tri-Color Gold Diamond Ring, 0.71 TCW",2475,4950,14K Gold,Three Tone,"Round Diamond 0.71,",Rings,0.71,Round Diamond,0.71,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2238,"Effy Trio Sterling Silver & 14K Gold Diamond Crossover Ring, 0.07 TCW",595,850,Sterling Silver & 14K Gold,Three Tone,Round Diamond 0.07,Rings,0.07,Round Diamond,0.07,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
2239,"Effy Two Toned 14K Gold Diamond Loop Ring, 0.68 TCW",2337.5,4675,14K Gold,Rose and Yellow,"Round Diamond 0.68,",Rings,0.68,Round Diamond,0.68,Diamond,,Round,,,,,,,,,,,,,,,,,,,,,,,,,
